spike_key,label
1_130-707,-1
1_130-730,-1
1_130-742,-1
1_130-767,-1
1_130-782,-1
1_130-791,-1
1_130-826,-1
1_130-881,0
1_130-892,-1
1_248-4,-1
1_248-28,-1
1_248-48,-1
1_248-76,0
1_248-114,-1
1_248-147,-1
1_248-161,-1
1_248-179,-1
1_248-233,-1
1_248-293,-1
1_248-315,-1
1_248-333,0
1_248-365,-1
1_248-385,-1
1_248-400,-1
1_248-417,-1
1_248-443,-1
1_248-482,-1
1_248-490,-1
1_248-507,-1
1_248-530,-1
1_248-549,-1
1_248-592,-1
1_248-626,0
1_248-646,-1
1_248-693,-1
1_248-720,-1
1_248-734,-1
1_248-764,-1
1_248-783,-1
1_248-803,-1
1_248-826,-1
1_248-859,-1
1_248-877,-1
1_248-889,-1
1_249-14,-1
1_249-38,-1
1_249-55,-1
1_249-75,-1
1_249-87,-1
1_249-100,-1
1_249-114,-1
1_249-153,-1
1_249-167,-1
1_249-179,-1
1_249-197,-1
1_249-204,-1
1_249-239,-1
1_249-257,-1
1_249-284,-1
1_249-320,1
1_249-354,-1
1_249-368,-1
1_249-409,-1
1_249-416,-1
1_249-433,-1
1_249-472,-1
1_249-495,-1
1_249-519,-1
1_249-537,-1
1_249-557,-1
1_249-611,-1
1_249-630,-1
1_249-640,-1
1_249-652,-1
1_249-722,-1
1_249-736,0
1_249-773,1
1_249-794,-1
1_249-814,-1
1_249-825,-1
1_249-851,0
1_249-868,-1
1_347-29,-1
1_347-60,0
1_347-85,-1
1_347-126,-1
1_347-170,-1
1_347-222,-1
1_347-251,-1
1_347-263,-1
1_347-281,-1
1_347-313,-1
1_347-323,-1
1_347-338,-1
1_347-349,-1
1_347-362,-1
1_347-372,-1
1_347-401,-1
1_347-413,-1
1_347-437,-1
1_347-443,-1
1_347-463,-1
1_347-478,-1
1_347-507,-1
1_347-523,-1
1_347-534,-1
1_347-554,-1
1_347-585,-1
1_347-602,-1
1_347-619,-1
1_347-644,0
1_347-672,-1
1_347-696,-1
1_347-728,-1
1_347-765,-1
1_347-791,-1
1_347-808,-1
1_347-821,-1
1_347-839,-1
1_347-863,0
1_347-893,-1
1_368-16,-1
1_368-39,-1
1_368-56,-1
1_368-65,-1
1_368-71,-1
1_368-96,-1
1_368-109,-1
1_368-135,-1
1_368-159,-1
1_368-187,-1
1_368-210,-1
1_368-224,-1
1_368-262,-1
1_368-280,-1
1_368-313,-1
1_368-330,-1
1_368-343,-1
1_368-363,-1
1_368-381,-1
1_368-400,-1
1_368-433,-1
1_368-453,-1
1_368-464,-1
1_368-482,-1
1_368-508,-1
1_368-522,-1
1_368-542,-1
1_368-564,-1
1_368-578,-1
1_368-598,-1
1_368-616,-1
1_368-645,-1
1_368-677,1
1_368-710,-1
1_368-724,-1
1_368-739,-1
1_368-760,-1
1_368-789,-1
1_368-810,-1
1_368-824,-1
1_368-835,-1
1_368-850,-1
1_368-874,0
1_395-33,-1
1_395-61,-1
1_395-89,-1
1_395-128,-1
1_395-170,-1
1_395-182,-1
1_395-225,-1
1_395-266,-1
1_395-282,0
1_395-320,-1
1_395-340,-1
1_395-401,-1
1_395-438,-1
1_395-449,-1
1_395-468,-1
1_395-505,-1
1_395-553,-1
1_395-571,-1
1_395-588,-1
1_395-619,-1
1_395-639,-1
1_395-678,-1
1_395-691,-1
1_395-730,-1
1_395-772,-1
1_395-789,-1
1_395-824,-1
1_395-845,-1
1_395-873,-1
1_398-16,-1
1_398-60,-1
1_398-70,-1
1_398-75,-1
1_398-102,-1
1_398-120,-1
1_398-154,-1
1_398-179,-1
1_398-189,-1
1_398-219,-1
1_398-243,0
1_398-262,0
1_398-282,-1
1_398-315,-1
1_398-335,-1
1_398-371,-1
1_398-397,-1
1_398-440,-1
1_398-459,-1
1_398-470,-1
1_398-498,-1
1_398-513,-1
1_398-559,-1
1_398-584,-1
1_398-606,-1
1_398-618,-1
1_398-629,-1
1_398-639,-1
1_398-668,-1
1_398-685,-1
1_398-713,-1
1_398-736,-1
1_398-760,-1
1_398-776,-1
1_398-801,-1
1_398-844,-1
1_398-872,-1
1_408-46,-1
1_408-60,-1
1_408-127,-1
1_408-193,-1
1_408-231,-1
1_408-272,-1
1_408-329,-1
1_408-343,-1
1_408-356,-1
1_408-395,-1
1_408-410,-1
1_408-492,-1
1_408-513,-1
1_408-588,-1
1_408-622,-1
1_408-652,-1
1_408-706,-1
1_408-749,-1
1_408-776,-1
1_408-847,-1
1_408-860,-1
1_408-880,-1
1_435-7,-1
1_435-115,-1
1_435-156,-1
1_435-248,-1
1_435-265,0
1_435-325,-1
1_435-378,-1
1_435-438,-1
1_435-446,-1
1_435-477,-1
1_435-488,0
1_435-501,-1
1_435-547,-1
1_435-578,-1
1_435-681,-1
1_435-784,-1
1_435-807,-1
1_435-846,-1
1_435-864,-1
1_519-11,0
1_519-27,-1
1_519-43,-1
1_519-60,-1
1_519-74,-1
1_519-88,-1
1_519-106,-1
1_519-119,-1
1_519-135,-1
1_519-161,-1
1_519-230,-1
1_519-260,-1
1_519-280,-1
1_519-292,-1
1_519-302,-1
1_519-323,0
1_519-358,-1
1_519-387,-1
1_519-451,-1
1_519-469,-1
1_519-499,-1
1_519-522,-1
1_519-539,-1
1_519-602,-1
1_519-617,0
1_519-664,-1
1_519-703,-1
1_519-739,-1
1_519-803,-1
1_519-832,-1
1_519-849,-1
1_527-27,-1
1_527-58,-1
1_527-73,-1
1_527-86,-1
1_527-152,-1
1_527-160,-1
1_527-182,-1
1_527-213,0
1_527-236,-1
1_527-265,-1
1_527-278,-1
1_527-313,-1
1_527-341,-1
1_527-361,-1
1_527-378,0
1_527-391,-1
1_527-438,-1
1_527-469,-1
1_527-485,-1
1_527-497,-1
1_527-545,-1
1_527-563,-1
1_527-611,-1
1_527-637,-1
1_527-644,-1
1_527-670,-1
1_527-690,-1
1_527-707,-1
1_527-721,-1
1_527-737,-1
1_527-763,-1
1_527-780,-1
1_527-795,-1
1_527-842,-1
1_527-880,-1
1_609-33,-1
1_609-75,-1
1_609-82,-1
1_609-112,-1
1_609-137,-1
1_609-152,-1
1_609-216,-1
1_609-246,-1
1_609-272,-1
1_609-288,-1
1_609-332,-1
1_609-356,-1
1_609-379,-1
1_609-425,-1
1_609-437,-1
1_609-455,-1
1_609-485,-1
1_609-505,-1
1_609-539,-1
1_609-559,-1
1_609-565,-1
1_609-583,-1
1_609-604,-1
1_609-611,-1
1_609-652,-1
1_609-675,-1
1_609-698,-1
1_609-725,-1
1_609-753,-1
1_609-766,-1
1_609-788,-1
1_609-817,-1
1_609-837,0
1_609-856,-1
1_609-872,-1
1_609-889,-1
1_686-12,-1
1_686-26,-1
1_686-77,1
1_686-105,-1
1_686-124,-1
1_686-149,-1
1_686-187,-1
1_686-211,-1
1_686-231,0
1_686-258,-1
1_686-273,-1
1_686-314,-1
1_686-335,-1
1_686-347,-1
1_686-363,-1
1_686-385,-1
1_686-407,-1
1_686-437,-1
1_686-452,-1
1_686-474,-1
1_686-495,-1
1_686-513,-1
1_686-529,-1
1_686-552,-1
1_686-571,-1
1_686-602,-1
1_686-611,-1
1_686-622,-1
1_686-633,-1
1_686-655,-1
1_686-674,-1
1_686-695,-1
1_686-730,-1
1_686-742,-1
1_686-762,-1
1_686-783,-1
1_686-805,-1
1_686-824,-1
1_686-853,-1
1_686-873,-1
1_686-895,-1
1_705-10,-1
1_705-27,-1
1_705-56,-1
1_705-77,-1
1_705-91,-1
1_705-107,-1
1_705-123,-1
1_705-180,-1
1_705-208,-1
1_705-229,-1
1_705-242,-1
1_705-267,-1
1_705-283,-1
1_705-325,-1
1_705-360,-1
1_705-375,-1
1_705-407,1
1_705-449,-1
1_705-460,-1
1_705-475,-1
1_705-494,-1
1_705-514,-1
1_705-549,-1
1_705-588,-1
1_705-602,-1
1_705-614,-1
1_705-629,-1
1_705-643,-1
1_705-675,-1
1_705-707,-1
1_705-723,0
1_705-745,-1
1_705-768,-1
1_705-783,-1
1_705-840,-1
1_705-884,-1
1_713-10,-1
1_713-25,-1
1_713-43,-1
1_713-77,-1
1_713-93,-1
1_713-113,-1
1_713-156,-1
1_713-186,-1
1_713-196,-1
1_713-228,-1
1_713-249,-1
1_713-286,-1
1_713-331,-1
1_713-349,-1
1_713-370,-1
1_713-402,-1
1_713-425,-1
1_713-466,-1
1_713-507,0
1_713-533,-1
1_713-579,-1
1_713-589,-1
1_713-620,-1
1_713-650,-1
1_713-667,-1
1_713-692,-1
1_713-735,-1
1_713-760,-1
1_713-772,-1
1_713-791,-1
1_713-813,-1
1_713-841,-1
1_713-870,-1
1_713-898,-1
1_715-34,-1
1_715-62,-1
1_715-121,-1
1_715-156,-1
1_715-208,-1
1_715-243,-1
1_715-276,-1
1_715-335,-1
1_715-342,-1
1_715-360,-1
1_715-391,-1
1_715-425,-1
1_715-439,-1
1_715-470,1
1_715-534,-1
1_715-573,-1
1_715-593,-1
1_715-613,-1
1_715-639,-1
1_715-658,-1
1_715-692,-1
1_715-738,-1
1_715-788,-1
1_715-814,-1
1_715-857,-1
1_715-881,-1
1_760-6,-1
1_760-18,-1
1_760-55,-1
1_760-80,-1
1_760-90,-1
1_760-105,-1
1_760-149,-1
1_760-193,-1
1_760-210,-1
1_760-239,-1
1_760-256,-1
1_760-275,-1
1_760-294,-1
1_760-310,-1
1_760-328,-1
1_760-347,-1
1_760-367,-1
1_760-386,-1
1_760-424,-1
1_760-455,-1
1_760-470,-1
1_760-484,-1
1_760-520,-1
1_760-543,-1
1_760-590,-1
1_760-605,-1
1_760-619,-1
1_760-638,-1
1_760-657,-1
1_760-672,-1
1_760-692,-1
1_760-701,-1
1_760-750,-1
1_760-760,-1
1_760-789,-1
1_760-803,-1
1_760-834,-1
1_760-861,-1
1_760-885,-1
1_903-14,-1
1_903-40,-1
1_903-56,-1
1_903-85,-1
1_903-98,-1
1_903-128,-1
1_903-148,-1
1_903-164,-1
1_903-187,-1
1_903-213,-1
1_903-229,-1
1_903-244,-1
1_903-260,-1
1_903-288,-1
1_903-302,-1
1_903-318,0
1_903-335,-1
1_903-362,-1
1_903-370,-1
1_903-394,-1
1_903-411,0
1_903-442,-1
1_903-473,-1
1_903-487,-1
1_903-512,-1
1_903-518,-1
1_903-532,-1
1_903-542,-1
1_903-567,-1
1_903-593,-1
1_903-604,-1
1_903-620,-1
1_903-642,0
1_903-658,-1
1_903-674,1
1_903-695,-1
1_903-708,-1
1_903-721,-1
1_903-749,-1
1_903-785,-1
1_903-796,-1
1_903-824,-1
1_903-858,-1
1_903-896,-1
1_921-34,-1
1_921-97,-1
1_921-122,-1
1_921-136,-1
1_921-159,-1
1_921-187,-1
1_921-202,-1
1_921-232,-1
1_921-242,-1
1_921-254,-1
1_921-320,-1
1_921-337,-1
1_921-376,-1
1_921-398,-1
1_921-422,-1
1_921-460,-1
1_921-479,-1
1_921-494,-1
1_921-510,-1
1_921-542,-1
1_921-565,-1
1_921-612,-1
1_921-626,-1
1_921-643,1
1_921-658,-1
1_921-677,-1
1_921-700,-1
1_921-763,1
1_921-801,-1
1_921-836,-1
1_921-855,-1
1_921-880,-1
1_954-7,-1
1_954-28,-1
1_954-53,-1
1_954-99,-1
1_954-114,-1
1_954-137,-1
1_954-166,-1
1_954-183,1
1_954-210,-1
1_954-226,-1
1_954-253,-1
1_954-270,-1
1_954-296,-1
1_954-311,-1
1_954-326,-1
1_954-339,-1
1_954-351,-1
1_954-385,-1
1_954-399,-1
1_954-410,-1
1_954-428,-1
1_954-445,-1
1_954-468,-1
1_954-482,-1
1_954-497,0
1_954-522,-1
1_954-544,-1
1_954-568,-1
1_954-600,-1
1_954-617,-1
1_954-636,0
1_954-661,-1
1_954-685,-1
1_954-707,-1
1_954-727,-1
1_954-749,-1
1_954-777,-1
1_954-815,-1
1_954-825,-1
1_954-841,-1
1_954-862,-1
1_954-893,-1
1_1068-10,-1
1_1068-42,-1
1_1068-75,-1
1_1068-108,-1
1_1068-136,-1
1_1068-168,-1
1_1068-180,-1
1_1068-196,-1
1_1068-235,-1
1_1068-246,-1
1_1068-270,-1
1_1068-293,-1
1_1068-306,-1
1_1068-327,-1
1_1068-342,0
1_1068-358,-1
1_1068-368,-1
1_1068-392,1
1_1068-429,-1
1_1068-503,1
1_1068-531,-1
1_1068-543,-1
1_1068-576,-1
1_1068-587,-1
1_1068-610,-1
1_1068-654,-1
1_1068-687,-1
1_1068-732,-1
1_1068-746,-1
1_1068-795,-1
1_1068-813,-1
1_1068-852,-1
1_1068-874,-1
1_1073-16,-1
1_1073-30,-1
1_1073-48,-1
1_1073-69,-1
1_1073-99,-1
1_1073-111,-1
1_1073-136,-1
1_1073-164,-1
1_1073-192,-1
1_1073-204,-1
1_1073-227,-1
1_1073-259,-1
1_1073-271,-1
1_1073-300,-1
1_1073-314,-1
1_1073-340,-1
1_1073-355,-1
1_1073-367,-1
1_1073-379,1
1_1073-395,-1
1_1073-420,-1
1_1073-446,-1
1_1073-471,-1
1_1073-486,-1
1_1073-521,-1
1_1073-533,-1
1_1073-545,-1
1_1073-553,-1
1_1073-569,-1
1_1073-586,-1
1_1073-610,-1
1_1073-626,-1
1_1073-664,-1
1_1073-686,-1
1_1073-720,0
1_1073-735,-1
1_1073-764,-1
1_1073-814,-1
1_1073-825,-1
1_1073-851,-1
1_1073-870,-1
1_1088-26,-1
1_1088-70,-1
1_1088-87,-1
1_1088-101,-1
1_1088-123,-1
1_1088-136,-1
1_1088-159,-1
1_1088-170,-1
1_1088-190,-1
1_1088-230,-1
1_1088-254,-1
1_1088-275,-1
1_1088-287,-1
1_1088-308,-1
1_1088-325,-1
1_1088-341,-1
1_1088-363,-1
1_1088-381,-1
1_1088-405,-1
1_1088-429,-1
1_1088-447,-1
1_1088-465,-1
1_1088-475,-1
1_1088-499,-1
1_1088-513,-1
1_1088-539,-1
1_1088-556,0
1_1088-600,-1
1_1088-647,-1
1_1088-682,0
1_1088-701,-1
1_1088-743,-1
1_1088-758,-1
1_1088-791,-1
1_1088-806,-1
1_1088-828,-1
1_1088-860,-1
1_1088-876,-1
1_1088-890,-1
1_1360-14,-1
1_1360-28,-1
1_1360-43,-1
1_1360-89,-1
1_1360-129,1
1_1360-164,-1
1_1360-182,-1
1_1360-210,-1
1_1360-231,-1
1_1360-248,-1
1_1360-276,-1
1_1360-299,-1
1_1360-308,-1
1_1360-317,-1
1_1360-327,-1
1_1360-366,-1
1_1360-382,-1
1_1360-398,-1
1_1360-406,-1
1_1360-440,-1
1_1360-457,-1
1_1360-474,-1
1_1360-493,-1
1_1360-502,-1
1_1360-534,-1
1_1360-546,-1
1_1360-568,-1
1_1360-595,-1
1_1360-609,0
1_1360-619,-1
1_1360-640,-1
1_1360-656,-1
1_1360-667,0
1_1360-698,-1
1_1360-712,-1
1_1360-729,-1
1_1360-747,-1
1_1360-769,0
1_1360-782,-1
1_1360-795,-1
1_1360-814,-1
1_1360-846,-1
1_1360-870,-1
1_1360-882,-1
1_2044-5,-1
1_2044-14,-1
1_2044-38,-1
1_2044-54,-1
1_2044-88,-1
1_2044-108,-1
1_2044-130,-1
1_2044-140,-1
1_2044-171,-1
1_2044-199,-1
1_2044-217,-1
1_2044-237,-1
1_2044-253,-1
1_2044-282,-1
1_2044-299,-1
1_2044-319,-1
1_2044-344,-1
1_2044-351,-1
1_2044-375,-1
1_2044-397,-1
1_2044-417,-1
1_2044-434,-1
1_2044-459,-1
1_2044-489,-1
1_2044-535,-1
1_2044-549,-1
1_2044-569,-1
1_2044-588,-1
1_2044-599,-1
1_2044-635,-1
1_2044-662,-1
1_2044-691,-1
1_2044-725,-1
1_2044-761,-1
1_2044-778,-1
1_2044-815,-1
1_2044-832,-1
1_2044-849,-1
1_2044-857,-1
1_2044-876,-1
1_2044-893,-1
1_2108-13,-1
1_2108-27,-1
1_2108-51,-1
1_2108-67,-1
1_2108-88,-1
1_2108-101,-1
1_2108-140,-1
1_2108-165,-1
1_2108-188,-1
1_2108-200,-1
1_2108-215,-1
1_2108-247,-1
1_2108-272,-1
1_2108-308,-1
1_2108-333,-1
1_2108-353,-1
1_2108-376,-1
1_2108-401,-1
1_2108-435,-1
1_2108-446,-1
1_2108-465,-1
1_2108-478,-1
1_2108-494,-1
1_2108-512,-1
1_2108-528,-1
1_2108-568,-1
1_2108-600,-1
1_2108-612,-1
1_2108-632,-1
1_2108-666,-1
1_2108-695,-1
1_2108-713,-1
1_2108-732,-1
1_2108-747,-1
1_2108-764,-1
1_2108-778,-1
1_2108-803,-1
1_2108-813,-1
1_2108-830,-1
1_2108-847,-1
1_2108-866,-1
10_11-18,-1
10_11-31,0
10_11-50,-1
10_11-76,-1
10_11-91,-1
10_11-113,-1
10_11-142,-1
10_11-160,-1
10_11-170,-1
10_11-206,-1
10_11-226,-1
10_11-248,-1
10_11-279,-1
10_11-285,-1
10_11-311,-1
10_11-348,-1
10_11-386,-1
10_11-435,-1
10_11-476,-1
10_11-495,-1
10_11-537,-1
10_11-567,-1
10_11-589,-1
10_11-605,-1
10_11-644,-1
10_11-672,-1
10_11-701,-1
10_11-725,-1
10_11-744,-1
10_11-778,-1
10_11-795,-1
10_11-822,-1
10_11-840,-1
10_11-855,-1
10_11-873,-1
11_4-38,-1
11_4-46,-1
11_4-72,-1
11_4-129,-1
11_4-148,-1
11_4-198,-1
11_4-313,-1
11_4-327,-1
11_4-365,-1
11_4-425,-1
11_4-442,-1
11_4-475,-1
11_4-509,-1
11_4-524,-1
11_4-544,-1
11_4-572,-1
11_4-598,-1
11_4-632,-1
11_4-670,0
11_4-704,-1
11_4-716,-1
11_4-738,-1
11_4-746,-1
11_4-774,-1
11_4-807,-1
11_4-830,-1
11_4-852,-1
11_4-890,-1
11_54-3,0
11_54-24,-1
11_54-70,-1
11_54-85,-1
11_54-169,-1
11_54-184,-1
11_54-202,-1
11_54-268,-1
11_54-378,-1
11_54-431,-1
11_54-445,-1
11_54-462,-1
11_54-490,-1
11_54-560,-1
11_54-591,-1
11_54-629,-1
11_54-639,-1
11_54-664,-1
11_54-692,-1
11_54-724,-1
11_54-747,-1
11_54-760,-1
11_54-824,-1
11_54-846,-1
11_54-883,-1
12_2-19,-1
12_2-60,-1
12_2-96,-1
12_2-132,-1
12_2-175,-1
12_2-186,-1
12_2-211,-1
12_2-236,-1
12_2-249,-1
12_2-283,-1
12_2-300,-1
12_2-335,-1
12_2-358,-1
12_2-397,1
12_2-448,-1
12_2-465,-1
12_2-500,-1
12_2-518,-1
12_2-548,-1
12_2-608,-1
12_2-624,-1
12_2-648,-1
12_2-663,-1
12_2-680,-1
12_2-705,-1
12_2-730,-1
12_2-750,-1
12_2-789,-1
12_2-819,-1
12_2-835,-1
12_2-860,-1
12_2-875,-1
12_69-6,0
12_69-15,-1
12_69-56,-1
12_69-111,-1
12_69-133,-1
12_69-150,-1
12_69-171,-1
12_69-249,1
12_69-310,-1
12_69-366,-1
12_69-420,-1
12_69-454,-1
12_69-490,-1
12_69-513,-1
12_69-585,-1
12_69-614,-1
12_69-639,-1
12_69-649,1
12_69-677,-1
12_69-717,-1
12_69-740,-1
12_69-770,-1
12_69-794,-1
12_69-806,-1
12_69-860,-1
12_125-25,0
12_125-40,-1
12_125-83,-1
12_125-118,-1
12_125-132,-1
12_125-160,-1
12_125-168,-1
12_125-178,-1
12_125-191,-1
12_125-222,-1
12_125-276,-1
12_125-290,-1
12_125-307,-1
12_125-321,-1
12_125-351,-1
12_125-364,-1
12_125-377,-1
12_125-405,-1
12_125-420,-1
12_125-443,-1
12_125-466,-1
12_125-479,-1
12_125-503,-1
12_125-517,-1
12_125-534,-1
12_125-560,-1
12_125-574,-1
12_125-589,-1
12_125-601,0
12_125-646,-1
12_125-705,-1
12_125-719,-1
12_125-751,-1
12_125-765,-1
12_125-781,-1
12_125-817,-1
12_125-851,1
12_125-870,-1
12_137-7,1
12_137-37,-1
12_137-63,-1
12_137-88,-1
12_137-100,-1
12_137-112,-1
12_137-146,-1
12_137-197,-1
12_137-254,-1
12_137-295,-1
12_137-312,-1
12_137-341,1
12_137-388,-1
12_137-426,-1
12_137-440,-1
12_137-459,-1
12_137-472,-1
12_137-521,-1
12_137-562,-1
12_137-612,-1
12_137-678,-1
12_137-731,-1
12_137-776,-1
12_137-874,-1
12_149-23,-1
12_149-61,-1
12_149-117,-1
12_149-163,-1
12_149-211,-1
12_149-275,-1
12_149-315,-1
12_149-380,-1
12_149-421,1
12_149-434,-1
12_149-447,-1
12_149-476,-1
12_149-515,-1
12_149-551,1
12_149-598,-1
12_149-673,-1
12_149-719,-1
12_149-753,-1
12_149-791,-1
12_149-818,-1
12_149-894,-1
12_226-15,-1
12_226-69,-1
12_226-122,-1
12_226-165,-1
12_226-179,-1
12_226-209,1
12_226-282,-1
12_226-307,-1
12_226-334,-1
12_226-360,-1
12_226-374,-1
12_226-395,-1
12_226-422,0
12_226-450,-1
12_226-489,-1
12_226-497,-1
12_226-520,-1
12_226-587,-1
12_226-623,-1
12_226-642,-1
12_226-661,-1
12_226-686,-1
12_226-711,-1
12_226-731,-1
12_226-790,-1
12_226-807,-1
12_226-822,-1
12_226-857,-1
12_227-13,-1
12_227-47,-1
12_227-106,-1
12_227-134,-1
12_227-173,-1
12_227-198,-1
12_227-224,-1
12_227-248,-1
12_227-265,-1
12_227-329,-1
12_227-408,-1
12_227-426,-1
12_227-443,-1
12_227-503,-1
12_227-590,1
12_227-676,-1
12_227-688,-1
12_227-726,-1
12_227-748,-1
12_227-758,-1
12_227-792,-1
12_227-834,-1
12_227-877,-1
13_2-21,-1
13_2-36,0
13_2-51,-1
13_2-93,-1
13_2-106,-1
13_2-126,-1
13_2-153,-1
13_2-166,-1
13_2-185,-1
13_2-205,-1
13_2-219,-1
13_2-235,-1
13_2-252,-1
13_2-267,-1
13_2-281,-1
13_2-295,-1
13_2-308,-1
13_2-326,-1
13_2-343,-1
13_2-375,-1
13_2-405,-1
13_2-432,0
13_2-450,-1
13_2-483,-1
13_2-500,-1
13_2-519,0
13_2-543,-1
13_2-571,-1
13_2-584,-1
13_2-594,-1
13_2-609,-1
13_2-633,-1
13_2-698,-1
13_2-771,-1
13_8-17,-1
13_8-46,-1
13_8-96,-1
13_8-109,-1
13_8-120,-1
13_8-141,-1
13_8-164,-1
13_8-174,-1
13_8-190,-1
13_8-222,-1
13_8-241,-1
13_8-268,0
13_8-284,-1
13_8-296,-1
13_8-317,-1
13_8-341,-1
13_8-362,-1
13_8-377,-1
13_8-395,-1
13_8-434,-1
13_8-461,-1
13_8-470,-1
13_8-488,-1
13_8-513,-1
13_8-531,1
13_8-581,-1
13_8-604,-1
13_8-644,-1
13_8-665,-1
13_8-714,-1
13_8-737,-1
13_8-751,-1
13_8-785,-1
13_8-802,-1
13_8-818,-1
13_8-878,-1
13_8-888,-1
13_38-4,-1
13_38-32,-1
13_38-45,-1
13_38-62,0
13_38-92,-1
13_38-103,-1
13_38-123,-1
13_38-145,-1
13_38-206,-1
13_38-248,-1
13_38-316,-1
13_38-469,-1
13_38-534,-1
13_38-643,-1
13_38-690,-1
13_38-702,-1
13_38-720,-1
13_38-767,-1
13_38-781,-1
13_38-803,-1
13_38-837,-1
13_38-881,-1
14_3-3,-1
14_3-115,-1
14_3-170,-1
14_3-227,-1
14_3-237,-1
