label,source_file,roi_index
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,137
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,50
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,771
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,276
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,763
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,767
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,658
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,370
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,570
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,66
1,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,919
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,520
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,53
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,338
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,914
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,9
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,824
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,871
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,111
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,495
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,168
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,829
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,696
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,534
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,118
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,728
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,712
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,533
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,924
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,849
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,98
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,426
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,845
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,27
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,359
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,792
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,725
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,710
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,774
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,625
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,846
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,49
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,132
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,394
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,689
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,909
1,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,47
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,462
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,223
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,74
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,650
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,226
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,623
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,660
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,447
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,752
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,326
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,642
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,568
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,559
1,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,409
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,193
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,461
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,753
1,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,164
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,89
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,814
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,429
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,391
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,577
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,287
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,350
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,0
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,93
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,639
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,765
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,407
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,726
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,777
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,117
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,225
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,182
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,848
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,57
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,531
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,412
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,330
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,39
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,509
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,839
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,266
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,303
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,18
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,86
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,665
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,604
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,67
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,758
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,652
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,731
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,234
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,798
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,646
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,37
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,527
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,673
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,188
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,832
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,63
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,59
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,510
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,907
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,84
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,806
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,453
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,674
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,668
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,232
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,759
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,163
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,633
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,819
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,239
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,883
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,48
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,666
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,539
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,307
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,747
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,779
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,405
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,634
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,690
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,651
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,903
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,214
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,915
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,62
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,220
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,258
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,255
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,572
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,375
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,601
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,79
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,24
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,215
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,645
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,581
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,677
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,58
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,861
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,638
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,343
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,4
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,853
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,21
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,2
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,227
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,717
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,629
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,926
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,189
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,169
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,730
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,796
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,576
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,216
1,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,369
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,354
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,13
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,65
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,425
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,150
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,347
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,386
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,191
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,35
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,579
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,896
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,97
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,769
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,451
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,212
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,355
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,529
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,127
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,110
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,20
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,802
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,770
1,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,707
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,222
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,637
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,379
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,103
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,87
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,420
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,358
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,720
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,517
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,925
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,81
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,862
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,497
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,751
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,902
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,109
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,304
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,889
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,385
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,587
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,126
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,311
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,841
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,104
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,781
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,45
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,813
0,C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0\F.npy,14
