spike_key,label
0_146-568,-1
0_146-580,-1
0_146-613,-1
0_146-626,-1
0_146-644,-1
0_146-671,-1
0_146-697,-1
0_146-726,-1
0_146-748,-1
0_146-759,-1
0_146-781,-1
0_146-806,-1
0_146-835,-1
0_154-61,-1
0_154-86,-1
0_154-123,-1
0_154-151,-1
0_154-159,-1
0_154-180,-1
0_154-202,-1
0_154-226,-1
0_154-248,-1
0_154-271,-1
0_154-283,-1
0_154-299,-1
0_154-330,-1
0_154-359,-1
0_154-381,-1
0_154-414,-1
0_154-431,-1
0_154-453,-1
0_154-471,-1
0_154-494,-1
0_154-512,-1
0_154-538,-1
0_154-577,-1
0_154-607,-1
0_154-652,-1
0_154-687,-1
0_154-728,-1
0_154-749,-1
0_154-779,-1
0_154-795,-1
0_154-824,-1
0_154-846,-1
0_159-60,-1
0_159-83,-1
0_159-98,-1
0_159-113,-1
0_159-132,-1
0_159-158,-1
0_159-200,-1
0_159-218,-1
0_159-234,-1
0_159-262,-1
0_159-286,1
0_159-313,-1
0_159-325,-1
0_159-364,-1
0_159-388,-1
0_159-410,-1
0_159-438,-1
0_159-466,-1
0_159-508,-1
0_159-528,-1
0_159-549,-1
0_159-566,-1
0_159-602,-1
0_159-636,-1
0_159-658,-1
0_159-686,-1
0_159-710,-1
0_159-732,-1
0_159-751,-1
0_159-768,-1
0_159-814,-1
0_159-843,-1
0_176-78,-1
0_176-110,-1
0_176-129,-1
0_176-179,-1
0_176-205,-1
0_176-241,-1
0_176-257,-1
0_176-277,-1
0_176-312,-1
0_176-370,-1
0_176-414,-1
0_176-425,-1
0_176-442,-1
0_176-466,-1
0_176-485,-1
0_176-502,-1
0_176-525,-1
0_176-545,-1
0_176-581,-1
0_176-599,-1
0_176-642,-1
0_176-687,-1
0_176-709,-1
0_176-733,-1
0_176-751,-1
0_176-777,-1
0_176-794,-1
0_176-811,-1
0_176-831,-1
0_178-70,-1
0_178-97,-1
0_178-127,-1
0_178-171,-1
0_178-203,-1
0_178-211,-1
0_178-238,-1
0_178-267,-1
0_178-289,-1
0_178-315,-1
0_178-334,-1
0_178-349,-1
0_178-372,-1
0_178-399,-1
0_178-422,-1
0_178-466,-1
0_178-478,-1
0_178-503,-1
0_178-537,-1
0_178-557,-1
0_178-581,-1
0_178-607,0
0_178-640,-1
0_178-668,-1
0_178-701,-1
0_178-721,-1
0_178-753,-1
0_178-769,-1
0_178-789,-1
0_178-809,-1
0_201-55,-1
0_201-94,-1
0_201-118,-1
0_201-168,-1
0_201-208,-1
0_201-238,-1
0_201-263,-1
0_201-300,-1
0_201-336,-1
0_201-352,-1
0_201-379,-1
0_201-393,-1
0_201-410,-1
0_201-456,-1
0_201-480,-1
0_201-519,-1
0_201-541,-1
0_201-561,-1
0_201-579,-1
0_201-595,-1
0_201-614,-1
0_201-631,-1
0_201-652,-1
0_201-670,-1
0_201-700,-1
0_201-718,-1
0_201-740,-1
0_201-771,-1
0_201-791,-1
0_201-806,-1
0_201-829,-1
0_211-54,-1
0_211-89,-1
0_211-126,-1
0_211-167,-1
0_211-194,-1
0_211-212,1
0_211-240,-1
0_211-271,-1
0_211-309,-1
0_211-351,-1
0_211-377,-1
0_211-413,-1
0_211-459,-1
0_211-508,-1
0_211-522,-1
0_211-541,-1
0_211-556,-1
0_211-587,-1
0_211-603,-1
0_211-624,-1
0_211-648,-1
0_211-694,-1
0_211-729,-1
0_211-774,-1
0_211-796,-1
0_211-835,-1
0_218-99,-1
0_218-126,-1
0_218-144,-1
0_218-181,-1
0_218-204,-1
0_218-234,-1
0_218-255,-1
0_218-309,-1
0_218-339,-1
0_218-362,-1
0_218-386,-1
0_218-401,-1
0_218-421,-1
0_218-459,-1
0_218-470,-1
0_218-486,-1
0_218-505,-1
0_218-526,-1
0_218-539,-1
0_218-555,-1
0_218-573,-1
0_218-592,-1
0_218-612,-1
0_218-628,-1
0_218-650,0
0_218-670,1
0_218-694,-1
0_218-723,-1
0_218-759,-1
0_218-789,-1
0_218-810,-1
0_218-825,-1
0_223-53,-1
0_223-86,-1
0_223-119,-1
0_223-143,-1
0_223-163,-1
0_223-182,-1
0_223-209,-1
0_223-233,-1
0_223-258,0
0_223-277,-1
0_223-297,-1
0_223-319,-1
0_223-357,-1
0_223-386,-1
0_223-405,-1
0_223-428,-1
0_223-455,-1
0_223-512,-1
0_223-544,-1
0_223-565,-1
0_223-594,-1
0_223-610,-1
0_223-639,-1
0_223-690,-1
0_223-720,-1
0_223-749,-1
0_223-772,-1
0_223-800,-1
0_223-822,-1
0_225-60,-1
0_225-85,-1
0_225-111,-1
0_225-140,-1
0_225-184,-1
0_225-204,-1
0_225-230,-1
0_225-249,-1
0_225-274,-1
0_225-297,-1
0_225-323,-1
0_225-349,-1
0_225-376,-1
0_225-410,-1
0_225-436,-1
0_225-450,-1
0_225-470,-1
0_225-500,-1
0_225-531,-1
0_225-551,-1
0_225-576,-1
0_225-608,-1
0_225-631,-1
0_225-651,-1
0_225-667,-1
0_225-691,-1
0_225-717,-1
0_225-746,-1
0_225-765,-1
0_225-785,-1
0_225-797,-1
0_225-816,-1
0_225-835,-1
0_243-52,-1
0_243-80,-1
0_243-94,-1
0_243-123,-1
0_243-143,-1
0_243-182,-1
0_243-200,-1
0_243-210,-1
0_243-229,-1
0_243-257,-1
0_243-281,-1
0_243-309,-1
0_243-326,-1
0_243-353,-1
0_243-373,-1
0_243-404,-1
0_243-422,-1
0_243-436,0
0_243-450,-1
0_243-474,-1
0_243-484,-1
0_243-519,-1
0_243-548,-1
0_243-559,-1
0_243-572,-1
0_243-595,-1
0_243-627,-1
0_243-650,-1
0_243-673,-1
0_243-695,-1
0_243-708,0
0_243-724,-1
0_243-739,-1
0_243-751,-1
0_243-786,-1
0_243-814,-1
0_243-830,-1
0_243-842,-1
0_252-51,-1
0_252-76,-1
0_252-132,-1
0_252-153,-1
0_252-170,-1
0_252-192,-1
0_252-213,-1
0_252-242,-1
0_252-257,-1
0_252-282,-1
0_252-308,-1
0_252-332,-1
0_252-356,-1
0_252-368,-1
0_252-391,-1
0_252-416,-1
0_252-434,-1
0_252-449,-1
0_252-469,-1
0_252-488,-1
0_252-519,-1
0_252-549,-1
0_252-584,-1
0_252-601,-1
0_252-619,-1
0_252-639,-1
0_252-687,-1
0_252-714,-1
0_252-741,-1
0_252-765,-1
0_252-788,-1
0_252-815,-1
0_252-837,-1
0_256-72,-1
0_256-89,0
0_256-112,-1
0_256-145,-1
0_256-169,-1
0_256-191,-1
0_256-208,-1
0_256-242,-1
0_256-256,-1
0_256-297,-1
0_256-337,-1
0_256-348,-1
0_256-367,-1
0_256-409,-1
0_256-433,-1
0_256-456,-1
0_256-500,-1
0_256-536,-1
0_256-569,-1
0_256-589,-1
0_256-609,-1
0_256-628,-1
0_256-643,-1
0_256-659,-1
0_256-726,-1
0_256-789,-1
0_256-815,-1
0_256-833,-1
0_270-51,-1
0_270-72,-1
0_270-93,-1
0_270-137,-1
0_270-158,-1
0_270-177,-1
0_270-193,-1
0_270-218,-1
0_270-236,-1
0_270-257,-1
0_270-276,-1
0_270-304,-1
0_270-319,-1
0_270-345,-1
0_270-374,-1
0_270-395,-1
0_270-409,-1
0_270-419,-1
0_270-454,-1
0_270-474,-1
0_270-494,-1
0_270-510,-1
0_270-528,-1
0_270-555,-1
0_270-572,-1
0_270-580,-1
0_270-650,-1
0_270-671,-1
0_270-701,-1
0_270-720,-1
0_270-751,-1
0_270-768,-1
0_270-797,-1
0_270-830,-1
0_270-848,-1
0_273-59,-1
0_273-74,-1
0_273-97,-1
0_273-113,-1
0_273-130,-1
0_273-153,-1
0_273-165,-1
0_273-214,-1
0_273-225,-1
0_273-246,-1
0_273-270,-1
0_273-294,-1
0_273-337,-1
0_273-368,-1
0_273-388,-1
0_273-405,-1
0_273-457,-1
0_273-476,-1
0_273-498,-1
0_273-513,-1
0_273-527,-1
0_273-569,-1
0_273-593,-1
0_273-617,-1
0_273-648,-1
0_273-674,-1
0_273-700,-1
0_273-731,-1
0_273-769,-1
0_273-782,-1
0_273-802,-1
0_273-819,-1
0_273-848,-1
0_277-62,-1
0_277-79,0
0_277-95,-1
0_277-113,-1
0_277-132,-1
0_277-155,-1
0_277-179,-1
0_277-211,1
0_277-252,-1
0_277-297,-1
0_277-315,-1
0_277-328,-1
0_277-364,-1
0_277-398,-1
0_277-418,-1
0_277-449,-1
0_277-478,-1
0_277-512,-1
0_277-536,-1
0_277-559,-1
0_277-578,-1
0_277-604,-1
0_277-623,-1
0_277-638,-1
0_277-671,-1
0_277-693,-1
0_277-723,-1
0_277-750,0
0_277-778,-1
0_277-822,-1
0_277-846,-1
0_289-52,-1
0_289-66,-1
0_289-86,-1
0_289-108,-1
0_289-125,-1
0_289-147,-1
0_289-163,-1
0_289-186,-1
0_289-208,-1
0_289-220,-1
0_289-242,-1
0_289-265,-1
0_289-278,-1
0_289-304,-1
0_289-327,-1
0_289-362,-1
0_289-375,-1
0_289-395,-1
0_289-414,-1
0_289-431,-1
0_289-460,-1
0_289-483,-1
0_289-499,-1
0_289-530,-1
0_289-553,-1
0_289-585,-1
0_289-622,-1
0_289-637,-1
0_289-650,-1
0_289-665,-1
0_289-684,-1
0_289-705,0
0_289-736,-1
0_289-755,-1
0_289-782,-1
0_289-813,-1
0_289-839,-1
0_291-65,-1
0_291-80,-1
0_291-99,0
0_291-117,-1
0_291-140,-1
0_291-155,-1
0_291-180,-1
0_291-197,-1
0_291-218,-1
0_291-238,-1
0_291-266,-1
0_291-298,-1
0_291-321,-1
0_291-340,-1
0_291-375,-1
0_291-401,-1
0_291-412,-1
0_291-442,-1
0_291-473,-1
0_291-488,-1
0_291-507,-1
0_291-518,-1
0_291-537,-1
0_291-555,-1
0_291-581,-1
0_291-611,-1
0_291-634,-1
0_291-661,-1
0_291-682,-1
0_291-705,-1
0_291-720,-1
0_291-754,-1
0_291-776,-1
0_291-800,-1
0_291-821,-1
0_291-833,-1
0_313-58,-1
0_313-80,-1
0_313-99,-1
0_313-131,-1
0_313-146,-1
0_313-184,-1
0_313-224,-1
0_313-254,-1
0_313-291,-1
0_313-345,-1
0_313-360,-1
0_313-380,-1
0_313-397,-1
0_313-412,-1
0_313-429,-1
0_313-452,0
0_313-478,-1
0_313-498,-1
0_313-511,-1
0_313-538,-1
0_313-572,-1
0_313-583,-1
0_313-594,-1
0_313-621,-1
0_313-640,-1
0_313-666,-1
0_313-689,-1
0_313-705,-1
0_313-729,-1
0_313-756,-1
0_313-779,-1
0_313-805,-1
0_313-846,-1
0_317-86,-1
0_317-126,-1
0_317-140,-1
0_317-163,-1
0_317-203,-1
0_317-228,-1
0_317-253,-1
0_317-296,-1
0_317-319,-1
0_317-340,-1
0_317-359,-1
0_317-385,-1
0_317-397,-1
0_317-421,-1
0_317-442,-1
0_317-464,1
0_317-476,-1
0_317-492,-1
0_317-518,-1
0_317-542,-1
0_317-570,-1
0_317-605,-1
0_317-633,0
0_317-663,-1
0_317-696,-1
0_317-715,-1
0_317-740,-1
0_317-766,-1
0_317-785,-1
0_317-818,-1
0_317-839,-1
0_318-65,-1
0_318-84,-1
0_318-115,-1
0_318-132,-1
0_318-162,-1
0_318-193,-1
0_318-213,-1
0_318-254,-1
0_318-293,-1
0_318-309,-1
0_318-341,-1
0_318-377,-1
0_318-396,-1
0_318-416,-1
0_318-433,-1
0_318-481,-1
0_318-508,-1
0_318-525,-1
0_318-545,-1
0_318-573,-1
0_318-599,-1
0_318-631,-1
0_318-671,-1
0_318-698,-1
0_318-715,-1
0_318-756,-1
0_318-787,-1
0_318-805,-1
0_318-818,-1
0_318-839,-1
0_338-57,-1
0_338-88,-1
0_338-104,-1
0_338-125,-1
0_338-155,-1
0_338-172,-1
0_338-200,-1
0_338-224,-1
0_338-256,-1
0_338-299,-1
0_338-317,-1
0_338-343,-1
0_338-378,-1
0_338-399,-1
0_338-407,-1
0_338-434,-1
0_338-456,-1
0_338-491,-1
0_338-519,-1
0_338-538,-1
0_338-562,-1
0_338-585,-1
0_338-616,-1
0_338-631,-1
0_338-648,-1
0_338-702,-1
0_338-742,-1
0_338-767,-1
0_338-782,-1
0_338-794,-1
0_338-814,-1
0_338-840,-1
0_341-74,-1
0_341-102,-1
0_341-124,-1
0_341-137,-1
0_341-156,-1
0_341-177,-1
0_341-193,-1
0_341-208,-1
0_341-227,-1
0_341-246,-1
0_341-271,-1
0_341-300,-1
0_341-318,-1
0_341-336,-1
0_341-360,-1
0_341-378,-1
0_341-401,-1
0_341-444,-1
0_341-475,-1
0_341-490,-1
0_341-499,-1
0_341-530,-1
0_341-551,-1
0_341-569,-1
0_341-589,-1
0_341-606,-1
0_341-626,-1
0_341-643,-1
0_341-660,-1
0_341-685,-1
0_341-705,-1
0_341-720,-1
0_341-736,-1
0_341-752,-1
0_341-778,-1
0_341-815,-1
0_341-838,-1
0_345-87,-1
0_345-110,-1
0_345-127,-1
0_345-155,-1
0_345-183,1
0_345-212,-1
0_345-238,-1
0_345-253,-1
0_345-282,-1
0_345-296,-1
0_345-315,-1
0_345-356,-1
0_345-384,-1
0_345-409,-1
0_345-422,-1
0_345-440,-1
0_345-459,-1
0_345-470,-1
0_345-511,-1
0_345-536,-1
0_345-578,-1
0_345-600,-1
0_345-619,-1
0_345-644,-1
0_345-667,-1
0_345-689,-1
0_345-709,-1
0_345-729,-1
0_345-764,-1
0_345-816,-1
0_345-839,0
0_354-71,-1
0_354-96,-1
0_354-117,-1
0_354-141,-1
0_354-178,-1
0_354-190,-1
0_354-220,-1
0_354-247,-1
0_354-272,-1
0_354-303,-1
0_354-328,-1
0_354-348,-1
0_354-371,-1
0_354-387,-1
0_354-408,-1
0_354-445,-1
0_354-462,-1
0_354-483,-1
0_354-500,-1
0_354-523,-1
0_354-543,-1
0_354-581,-1
0_354-605,-1
0_354-632,-1
0_354-650,-1
0_354-673,-1
0_354-688,-1
0_354-713,-1
0_354-732,-1
0_354-749,-1
0_354-772,-1
0_354-796,-1
0_354-810,-1
0_354-828,-1
0_357-94,-1
0_357-108,-1
0_357-136,-1
0_357-154,-1
0_357-167,-1
0_357-183,-1
0_357-202,-1
0_357-221,-1
0_357-233,-1
0_357-253,-1
0_357-277,-1
0_357-311,-1
0_357-357,-1
0_357-379,-1
0_357-387,-1
0_357-410,-1
0_357-433,-1
0_357-449,-1
0_357-470,-1
0_357-505,-1
0_357-524,-1
0_357-535,-1
0_357-571,-1
0_357-588,-1
0_357-610,-1
0_357-639,-1
0_357-662,-1
0_357-689,-1
0_357-723,-1
0_357-736,-1
0_357-757,-1
0_357-790,-1
0_357-813,-1
0_369-87,-1
0_369-135,-1
0_369-162,-1
0_369-178,-1
0_369-191,-1
0_369-205,-1
0_369-218,-1
0_369-252,-1
0_369-284,-1
0_369-302,-1
0_369-330,-1
0_369-365,-1
0_369-385,-1
0_369-412,-1
0_369-441,-1
0_369-472,-1
0_369-505,-1
0_369-527,-1
0_369-552,-1
0_369-585,-1
0_369-605,-1
0_369-634,-1
0_369-648,-1
0_369-665,-1
0_369-683,-1
0_369-721,-1
0_369-748,-1
0_369-791,-1
0_369-816,-1
0_369-836,-1
0_375-76,-1
0_375-99,-1
0_375-109,-1
0_375-126,-1
0_375-147,-1
0_375-172,-1
0_375-185,-1
0_375-212,-1
0_375-226,-1
0_375-256,-1
0_375-288,-1
0_375-336,-1
0_375-360,-1
0_375-388,-1
0_375-406,-1
0_375-425,-1
0_375-443,-1
0_375-455,-1
0_375-464,-1
0_375-485,-1
0_375-508,-1
0_375-522,-1
0_375-541,-1
0_375-573,-1
0_375-593,-1
0_375-609,-1
0_375-622,-1
0_375-631,-1
0_375-660,-1
0_375-691,-1
0_375-722,-1
0_375-736,-1
0_375-758,-1
0_375-779,-1
0_375-791,-1
0_375-804,-1
0_375-830,-1
0_384-71,-1
0_384-86,-1
0_384-104,-1
0_384-139,-1
0_384-164,-1
0_384-180,-1
0_384-205,-1
0_384-239,-1
0_384-265,-1
0_384-279,-1
0_384-296,0
0_384-319,-1
0_384-356,-1
0_384-374,-1
0_384-400,-1
0_384-431,-1
0_384-495,-1
0_384-506,-1
0_384-535,-1
0_384-558,-1
0_384-573,-1
0_384-605,-1
0_384-630,-1
0_384-664,-1
0_384-686,-1
0_384-713,-1
0_384-738,-1
0_384-766,-1
0_384-784,-1
0_384-797,-1
0_384-829,-1
0_386-59,-1
0_386-80,-1
0_386-132,-1
0_386-173,-1
0_386-192,-1
0_386-216,-1
0_386-254,-1
0_386-275,-1
0_386-312,-1
0_386-340,-1
0_386-367,-1
0_386-381,-1
0_386-410,-1
0_386-426,-1
0_386-454,-1
0_386-485,-1
0_386-524,-1
0_386-546,-1
0_386-569,-1
0_386-593,-1
0_386-669,-1
0_386-700,-1
0_386-716,-1
0_386-730,-1
0_386-755,-1
0_386-770,0
0_386-790,-1
0_386-829,-1
0_386-849,-1
0_399-70,-1
0_399-89,-1
0_399-118,-1
0_399-162,-1
0_399-211,-1
0_399-220,-1
0_399-245,-1
0_399-268,1
0_399-283,-1
0_399-298,-1
0_399-332,0
0_399-360,-1
0_399-392,-1
0_399-411,-1
0_399-428,-1
0_399-473,-1
0_399-493,-1
0_399-536,0
0_399-556,-1
0_399-591,-1
0_399-611,-1
0_399-634,-1
0_399-665,-1
0_399-685,-1
0_399-711,0
0_399-729,-1
0_399-754,-1
0_399-774,-1
0_399-797,-1
0_399-829,-1
0_402-52,-1
0_402-67,-1
0_402-96,-1
0_402-116,-1
0_402-132,-1
0_402-150,-1
0_402-171,-1
0_402-209,-1
0_402-254,-1
0_402-303,-1
0_402-327,-1
0_402-370,-1
0_402-389,0
0_402-453,-1
0_402-488,-1
0_402-516,-1
0_402-536,-1
0_402-557,-1
0_402-579,-1
0_402-595,-1
0_402-616,-1
0_402-641,-1
0_402-661,-1
0_402-674,-1
0_402-696,-1
0_402-725,0
0_402-738,-1
0_402-759,-1
0_402-785,-1
0_402-812,-1
0_409-62,-1
0_409-92,-1
0_409-140,-1
0_409-166,-1
0_409-212,-1
0_409-241,-1
0_409-256,0
0_409-266,-1
0_409-287,-1
0_409-305,-1
0_409-327,-1
0_409-342,-1
0_409-371,-1
0_409-387,-1
0_409-419,-1
0_409-437,-1
0_409-462,-1
0_409-474,-1
0_409-527,-1
0_409-545,-1
0_409-574,-1
0_409-597,-1
0_409-636,-1
0_409-663,-1
0_409-688,-1
0_409-719,-1
0_409-733,-1
0_409-750,0
0_409-768,-1
0_409-797,-1
0_409-814,-1
0_409-826,-1
0_409-835,-1
0_417-81,-1
0_417-133,-1
0_417-152,-1
0_417-172,-1
0_417-194,-1
0_417-218,-1
0_417-255,-1
0_417-268,-1
0_417-310,-1
0_417-342,-1
0_417-369,-1
0_417-385,-1
0_417-399,-1
0_417-432,-1
0_417-453,-1
0_417-507,-1
0_417-537,-1
0_417-571,-1
0_417-588,-1
0_417-624,-1
0_417-643,-1
0_417-683,-1
0_417-694,-1
0_417-715,-1
0_417-742,-1
0_417-751,-1
0_417-775,-1
0_417-800,-1
0_417-827,-1
0_417-845,-1
0_423-55,-1
0_423-74,-1
0_423-92,-1
0_423-102,-1
0_423-122,-1
0_423-144,-1
0_423-167,-1
0_423-182,-1
0_423-201,-1
0_423-215,-1
0_423-246,-1
0_423-298,1
0_423-314,0
0_423-333,-1
0_423-352,-1
0_423-370,-1
0_423-389,-1
0_423-403,-1
0_423-445,-1
0_423-460,-1
0_423-474,-1
0_423-495,-1
0_423-514,-1
0_423-532,-1
0_423-554,1
0_423-589,-1
0_423-604,-1
0_423-632,-1
0_423-653,-1
0_423-676,-1
0_423-695,-1
0_423-706,-1
0_423-715,-1
0_423-736,-1
0_423-753,-1
0_423-780,-1
0_423-797,-1
0_423-810,-1
0_423-822,-1
0_450-54,-1
0_450-81,-1
0_450-120,0
0_450-151,-1
0_450-172,-1
0_450-204,-1
0_450-235,-1
0_450-254,-1
0_450-279,-1
0_450-312,-1
0_450-333,-1
0_450-351,-1
0_450-367,-1
0_450-397,-1
0_450-419,-1
0_450-441,-1
0_450-475,-1
0_450-496,-1
0_450-517,-1
0_450-534,-1
0_450-546,-1
0_450-565,-1
0_450-603,-1
0_450-634,-1
0_450-647,-1
0_450-683,-1
0_450-709,-1
0_450-745,-1
0_450-778,-1
0_450-799,-1
0_450-821,-1
0_450-844,-1
0_462-49,-1
0_462-78,-1
0_462-103,-1
0_462-119,-1
0_462-135,-1
0_462-156,-1
0_462-173,-1
0_462-201,-1
0_462-217,-1
0_462-264,-1
0_462-281,-1
0_462-294,-1
0_462-331,-1
0_462-365,-1
0_462-395,-1
0_462-422,-1
0_462-437,-1
0_462-464,-1
0_462-483,-1
0_462-501,-1
0_462-519,-1
0_462-539,-1
0_462-570,-1
0_462-592,-1
0_462-605,-1
0_462-618,-1
0_462-634,-1
0_462-648,-1
0_462-703,-1
0_462-735,-1
0_462-755,-1
0_462-771,-1
0_462-800,-1
0_462-828,-1
0_473-53,-1
0_473-72,-1
0_473-100,-1
0_473-133,-1
0_473-161,-1
0_473-174,1
0_473-195,-1
0_473-225,-1
0_473-247,-1
0_473-268,-1
0_473-284,-1
0_473-298,-1
0_473-339,-1
0_473-362,-1
0_473-375,-1
0_473-391,-1
0_473-426,-1
0_473-470,-1
0_473-493,-1
0_473-507,-1
0_473-529,-1
0_473-555,-1
0_473-572,-1
0_473-599,-1
0_473-632,-1
0_473-648,-1
0_473-663,-1
0_473-689,-1
0_473-711,-1
0_473-744,-1
0_473-789,-1
0_473-826,-1
0_485-55,-1
0_485-113,-1
0_485-139,-1
0_485-164,-1
0_485-177,-1
0_485-220,-1
0_485-246,-1
0_485-260,-1
0_485-291,-1
0_485-301,-1
0_485-325,-1
0_485-347,-1
0_485-365,-1
0_485-407,-1
0_485-442,-1
0_485-492,-1
0_485-515,-1
0_485-538,-1
0_485-552,-1
0_485-567,-1
0_485-587,-1
0_485-650,-1
0_485-680,-1
0_485-705,-1
0_485-730,-1
0_485-770,-1
0_485-805,-1
0_485-825,-1
0_496-52,-1
0_496-73,-1
0_496-94,-1
0_496-112,-1
0_496-132,-1
0_496-158,-1
0_496-178,-1
0_496-222,-1
0_496-234,-1
0_496-247,-1
0_496-263,1
0_496-292,-1
0_496-315,-1
0_496-339,-1
0_496-359,-1
0_496-379,-1
0_496-402,-1
0_496-423,-1
0_496-441,-1
0_496-462,-1
0_496-477,-1
0_496-499,-1
0_496-521,-1
0_496-539,-1
0_496-556,-1
0_496-577,0
0_496-599,-1
0_496-614,-1
0_496-627,-1
0_496-639,-1
0_496-658,-1
0_496-703,-1
0_496-717,-1
0_496-735,-1
0_496-753,-1
0_496-763,-1
0_496-789,-1
0_496-808,-1
0_496-824,-1
0_496-843,-1
0_500-61,-1
0_500-77,-1
0_500-97,-1
0_500-119,-1
0_500-153,-1
0_500-182,-1
0_500-207,-1
0_500-228,-1
0_500-242,-1
0_500-258,-1
0_500-281,-1
0_500-318,-1
0_500-346,-1
0_500-373,-1
0_500-401,-1
0_500-438,-1
0_500-457,-1
0_500-476,-1
0_500-492,-1
0_500-514,-1
0_500-529,-1
0_500-549,-1
0_500-565,-1
0_500-584,-1
0_500-607,-1
0_500-641,-1
0_500-664,0
0_500-685,-1
0_500-729,-1
0_500-756,-1
0_500-790,-1
0_500-823,-1
0_504-59,-1
0_504-77,-1
0_504-113,-1
0_504-134,-1
0_504-167,-1
0_504-174,-1
0_504-205,-1
0_504-239,-1
0_504-277,-1
0_504-296,-1
0_504-322,-1
0_504-341,-1
0_504-372,-1
0_504-401,-1
0_504-426,-1
0_504-468,-1
0_504-522,-1
0_504-568,-1
0_504-618,-1
0_504-644,-1
0_504-653,-1
0_504-679,-1
0_504-724,0
0_504-745,-1
0_504-772,-1
0_504-795,-1
0_504-826,-1
0_511-54,-1
0_511-77,-1
0_511-104,-1
0_511-126,-1
0_511-168,-1
0_511-186,-1
0_511-202,-1
0_511-232,-1
0_511-256,-1
0_511-313,-1
0_511-340,-1
