group_id,method,number_neurons,neuron_indices,filtered_idxs,spike_rate,number_of_spikes,mean_combined,treatment,recording,day,recording_folder
304,combined,2,"[19, 35]","[14, 21]",0,0,0.8787013709689463,IOBP,1-3,7,1-3_Day7
313,combined,2,"[567, 577]","[319, 322]",0,0,0.99081791494031,IOBP,1-3,7,1-3_Day7
317,combined,2,"[840, 848]","[458, 462]",0,0,0.9803026654746945,IOBP,1-3,7,1-3_Day7
324,combined,2,"[657, 722]","[357, 397]",0,0,0.6788526269081065,IOBP,1-3,7,1-3_Day7
344,combined,2,"[806, 812]","[441, 445]",0,0,0.9003520702759797,IOBP,1-3,7,1-3_Day7
381,combined,2,"[1018, 1053]","[564, 583]",0,0,0.8940930044714276,IOBP,1-3,7,1-3_Day7
401,combined,2,"[487, 514]","[277, 290]",0,0,0.6635595689660789,IOBP,1-3,7,1-3_Day7
425,combined,2,"[445, 510]","[258, 287]",0,0,0.6675536023455003,IOBP,1-3,7,1-3_Day7
426,combined,2,"[503, 1068]","[284, 595]",0,0,0.5546718774329543,IOBP,1-3,7,1-3_Day7
435,combined,2,"[96, 107]","[53, 63]",0,0,0.7398177264554339,IOBP,1-3,7,1-3_Day7
448,combined,3,"[4, 204, 566]","[3, 114, 318]",0,0,0.6801495824944096,IOBP,1-3,7,1-3_Day7
454,combined,2,"[894, 967]","[488, 533]",0,0,0.5281010450430595,IOBP,1-3,7,1-3_Day7
487,combined,13,"[199, 239, 250, 261, 280, 282, 288, 290, 291, 308, 320, 337, 380]","[112, 135, 144, 151, 161, 163, 166, 167, 168, 178, 187, 198, 222]",0,0,0.7583702096621773,IOBP,1-3,7,1-3_Day7
495,combined,2,"[247, 498]","[142, 282]",0,0,0.5141052044781937,IOBP,1-3,7,1-3_Day7
498,combined,2,"[271, 310]","[154, 179]",0,0,0.5756578387834774,IOBP,1-3,7,1-3_Day7
509,combined,2,"[1075, 1085]","[601, 607]",0,0,0.7910158633159834,IOBP,1-3,7,1-3_Day7
522,combined,3,"[884, 978, 987]","[483, 541, 547]",0,0,0.8324522669271612,IOBP,1-3,7,1-3_Day7
524,combined,2,"[568, 899]","[320, 493]",0,0,0.5317265726825616,IOBP,1-3,7,1-3_Day7
532,combined,2,"[609, 632]","[334, 348]",0,0,0.686783975916632,IOBP,1-3,7,1-3_Day7
542,combined,2,"[432, 990]","[249, 549]",0,0,0.5123388458077487,IOBP,1-3,7,1-3_Day7
543,combined,2,"[617, 781]","[341, 430]",0,0,0.5437946028735747,IOBP,1-3,7,1-3_Day7
570,combined,2,"[229, 241]","[128, 137]",0,0,0.7677774245221184,IOBP,1-3,7,1-3_Day7
583,combined,2,"[965, 1049]","[532, 580]",0,0,0.9015097274139041,IOBP,1-3,7,1-3_Day7
6,combined,3,"[1335, 1339, 1346]","[50, 51, 52]",0,0,0.6859375600349815,IOBP,1-4,1,1-4
14,combined,2,"[703, 716]","[20, 22]",0,0,0.7556134089021813,IOBP,1-4,1,1-4
18,combined,2,"[906, 919]","[30, 32]",0,0,0.6815467195227107,IOBP,1-4,1,1-4
27,combined,2,"[1117, 1121]","[39, 40]",0,0,0.9822856751200533,IOBP,1-4,1,1-4
37,combined,2,"[819, 831]","[26, 27]",0,0,0.571560011798245,IOBP,1-4,1,1-4
43,combined,2,"[625, 723]","[18, 23]",0,0,0.7861834027125282,IOBP,1-4,1,1-4
45,combined,2,"[616, 618]","[370, 372]",0,0,0.5097256849162572,IOBP,1-4,10,1-4_Day10
99,combined,2,"[315, 320]","[197, 201]",0,0,0.881801404695763,IOBP,1-4,10,1-4_Day10
114,combined,2,"[240, 241]","[140, 141]",0,0,0.6681299395945699,IOBP,1-4,10,1-4_Day10
148,combined,2,"[375, 387]","[240, 249]",0,0,0.7389396346914876,IOBP,1-4,10,1-4_Day10
153,combined,3,"[290, 295, 297]","[175, 180, 182]",0,0,0.7626545989477852,IOBP,1-4,10,1-4_Day10
160,combined,2,"[354, 649]","[226, 390]",0,0,0.5450525013261793,IOBP,1-4,10,1-4_Day10
176,combined,2,"[24, 43]","[11, 21]",0,0,0.7169328772426582,IOBP,1-4,10,1-4_Day10
215,combined,2,"[41, 91]","[20, 56]",0,0,0.78886357080548,IOBP,1-4,10,1-4_Day10
242,combined,2,"[27, 378]","[13, 242]",0,0,0.544261760654978,IOBP,1-4,10,1-4_Day10
355,combined,2,"[262, 396]","[155, 253]",0,0,0.5448983489850419,IOBP,1-4,10,1-4_Day10
71,combined,2,"[327, 331]","[197, 200]",0,0,0.5053959075400736,IOBP,1-4,13,1-4_Day13
139,combined,2,"[197, 493]","[116, 297]",0,0,0.6234659992097871,IOBP,1-4,13,1-4_Day13
170,combined,2,"[55, 59]","[29, 32]",0,0,0.7635571401425427,IOBP,1-4,13,1-4_Day13
207,combined,2,"[483, 548]","[292, 329]",0,0,0.5354401896983427,IOBP,1-4,13,1-4_Day13
276,combined,2,"[348, 355]","[210, 214]",0,0,0.7666134816577531,IOBP,1-4,13,1-4_Day13
288,combined,2,"[323, 325]","[195, 196]",0,0,0.6097166179468942,IOBP,1-4,13,1-4_Day13
421,combined,2,"[754, 755]","[445, 446]",0,0,0.7336617738291659,IOBP,1-4,13,1-4_Day13
12,combined,2,"[759, 766]","[13, 14]",0,0,0.8948903511667843,IOBP,1-4,2,1-4_Day2
21,combined,2,"[414, 415]","[269, 270]",0,0,0.9445618276444995,IOBP,1-4,21,1-4_Day21
43,combined,2,"[405, 643]","[262, 411]",0,0,0.5402783674885434,IOBP,1-4,21,1-4_Day21
47,combined,2,"[453, 455]","[297, 299]",0,0,0.9669925056929534,IOBP,1-4,21,1-4_Day21
71,combined,2,"[475, 482]","[311, 317]",0,0,0.5577799613044887,IOBP,1-4,21,1-4_Day21
102,combined,2,"[727, 729]","[460, 462]",0,0,0.555299332244953,IOBP,1-4,21,1-4_Day21
139,combined,2,"[97, 112]","[59, 67]",0,0,0.5900501070056531,IOBP,1-4,21,1-4_Day21
197,combined,2,"[494, 584]","[323, 372]",0,0,0.6493386392134864,IOBP,1-4,21,1-4_Day21
199,combined,2,"[23, 365]","[16, 241]",0,0,0.5117414670894801,IOBP,1-4,21,1-4_Day21
230,combined,2,"[389, 399]","[253, 258]",0,0,0.8451168762156874,IOBP,1-4,21,1-4_Day21
334,combined,3,"[783, 844, 852]","[498, 540, 548]",0,0,0.676122140089119,IOBP,1-4,21,1-4_Day21
356,combined,2,"[240, 310]","[148, 197]",0,0,0.7522798967976584,IOBP,1-4,21,1-4_Day21
357,combined,2,"[648, 650]","[416, 418]",0,0,0.738359392246987,IOBP,1-4,21,1-4_Day21
383,combined,2,"[284, 437]","[178, 284]",0,0,0.5245238547663298,IOBP,1-4,21,1-4_Day21
387,combined,2,"[705, 716]","[449, 453]",0,0,0.8273389495363052,IOBP,1-4,21,1-4_Day21
390,combined,2,"[574, 576]","[368, 370]",0,0,0.9907643786760314,IOBP,1-4,21,1-4_Day21
435,combined,2,"[332, 344]","[215, 227]",0,0,0.6208841793920986,IOBP,1-4,21,1-4_Day21
445,combined,2,"[123, 649]","[74, 417]",0,0,0.5076370799762179,IOBP,1-4,21,1-4_Day21
471,combined,2,"[269, 275]","[168, 171]",0,0,0.6734350546631452,IOBP,1-4,21,1-4_Day21
28,combined,2,"[333, 676]","[284, 564]",0,0,0.602066961894331,IOBP,1-4,28,1-4_Day28
30,combined,2,"[660, 665]","[553, 557]",0,0,0.6088121099479159,IOBP,1-4,28,1-4_Day28
80,combined,2,"[281, 286]","[240, 245]",0,0,0.6323838036987286,IOBP,1-4,28,1-4_Day28
111,combined,2,"[119, 160]","[99, 135]",0,0,0.6626290541054964,IOBP,1-4,28,1-4_Day28
147,combined,2,"[299, 312]","[257, 268]",0,0,0.6801371352002914,IOBP,1-4,28,1-4_Day28
161,combined,2,"[8, 16]","[4, 8]",0,0,0.5825245397472418,IOBP,1-4,28,1-4_Day28
164,combined,2,"[6, 285]","[2, 244]",0,0,0.7071718751354369,IOBP,1-4,28,1-4_Day28
186,combined,2,"[139, 245]","[117, 208]",0,0,0.9807939604130835,IOBP,1-4,28,1-4_Day28
235,combined,2,"[205, 549]","[172, 464]",0,0,0.6895081742671717,IOBP,1-4,28,1-4_Day28
287,combined,3,"[22, 27, 535]","[13, 17, 452]",0,0,0.5236942259287087,IOBP,1-4,28,1-4_Day28
317,combined,2,"[690, 695]","[572, 577]",0,0,0.5086102937267548,IOBP,1-4,28,1-4_Day28
372,combined,3,"[199, 493, 592]","[168, 419, 499]",0,0,0.9474935570687588,IOBP,1-4,28,1-4_Day28
450,combined,2,"[127, 237]","[105, 201]",0,0,0.9228294935725866,IOBP,1-4,28,1-4_Day28
463,combined,2,"[664, 671]","[556, 561]",0,0,0.916991651544217,IOBP,1-4,28,1-4_Day28
510,combined,2,"[197, 221]","[167, 187]",0,0,0.6685457377881948,IOBP,1-4,28,1-4_Day28
526,combined,4,"[57, 318, 326, 332]","[41, 273, 279, 283]",0,0,0.7674970025154405,IOBP,1-4,28,1-4_Day28
9,combined,2,"[23, 43]","[2, 3]",0,0,0.9787841044372345,IOBP,1-4,4,1-4_Day4
18,combined,2,"[154, 171]","[13, 16]",0,0,0.6964212440476836,IOBP,1-4,4,1-4_Day4
56,combined,2,"[149, 1018]","[12, 62]",0,0,0.51991929616454,IOBP,1-4,4,1-4_Day4
8,combined,2,"[132, 141]","[6, 8]",0,0,0.5549180821469589,IOBP,1-4,5,1-4_Day5
19,combined,2,"[320, 405]","[16, 20]",0,0,0.5087188854857876,IOBP,1-4,5,1-4_Day5
23,combined,2,"[23, 773]","[1, 35]",0,0,0.5990201947551855,IOBP,1-4,5,1-4_Day5
27,combined,2,"[21, 779]","[0, 36]",0,0,0.592355297169751,IOBP,1-4,5,1-4_Day5
28,combined,2,"[143, 153]","[9, 11]",0,0,0.7749984433688046,IOBP,1-4,5,1-4_Day5
1,combined,2,"[258, 260]","[72, 73]",0,0,0.7506718292518757,IOBP,1-4,6,1-4_Day6
7,combined,2,"[570, 572]","[156, 157]",0,0,0.6663579606430722,IOBP,1-4,6,1-4_Day6
43,combined,2,"[323, 378]","[89, 106]",0,0,0.580316208080939,IOBP,1-4,6,1-4_Day6
59,combined,2,"[77, 84]","[24, 27]",0,0,0.9032337839868473,IOBP,1-4,6,1-4_Day6
76,combined,2,"[108, 120]","[34, 38]",0,0,0.5822076714017248,IOBP,1-4,6,1-4_Day6
80,combined,2,"[143, 217]","[46, 64]",0,0,0.8793554197776795,IOBP,1-4,6,1-4_Day6
131,combined,2,"[720, 723]","[193, 194]",0,0,0.9070066879066874,IOBP,1-4,6,1-4_Day6
164,combined,2,"[341, 351]","[95, 98]",0,0,0.7384654844770377,IOBP,1-4,6,1-4_Day6
178,combined,2,"[544, 545]","[148, 149]",0,0,0.7856523533670806,IOBP,1-4,6,1-4_Day6
183,combined,2,"[98, 110]","[31, 35]",0,0,0.8411792880373404,IOBP,1-4,6,1-4_Day6
198,combined,2,"[29, 41]","[6, 11]",0,0,0.6136304002819771,IOBP,1-4,6,1-4_Day6
207,combined,2,"[367, 455]","[104, 126]",0,0,0.876896946130823,IOBP,1-4,6,1-4_Day6
215,combined,2,"[463, 482]","[127, 131]",0,0,0.6645294597680401,IOBP,1-4,6,1-4_Day6
232,combined,2,"[397, 439]","[110, 120]",0,0,0.6558543823460766,IOBP,1-4,6,1-4_Day6
65,combined,2,"[19, 75]","[9, 35]",0,0,0.5849916300578145,IOBP,1-4,7,1-4_Day7
76,combined,3,"[331, 336, 392]","[170, 173, 197]",0,0,0.6565207328950472,IOBP,1-4,7,1-4_Day7
101,combined,2,"[571, 573]","[281, 283]",0,0,0.7582983727394338,IOBP,1-4,7,1-4_Day7
147,combined,2,"[397, 404]","[200, 205]",0,0,0.7628388414213882,IOBP,1-4,7,1-4_Day7
173,combined,2,"[503, 686]","[248, 334]",0,0,0.8432510904221772,IOBP,1-4,7,1-4_Day7
262,combined,2,"[487, 495]","[244, 245]",0,0,0.6074224999923533,IOBP,1-4,7,1-4_Day7
264,combined,2,"[61, 80]","[30, 39]",0,0,0.5213094035277593,IOBP,1-4,7,1-4_Day7
303,combined,2,"[59, 140]","[28, 67]",0,0,0.5376464162982374,IOBP,1-4,7,1-4_Day7
351,combined,2,"[306, 311]","[152, 156]",0,0,0.5303131184083801,IOBP,1-4,7,1-4_Day7
28,combined,2,"[1204, 1208]","[21, 22]",0,0,0.9551694837940948,IOBP,1-5,1,1-5
44,combined,2,"[128, 135]","[51, 57]",0,0,0.8079132167723613,IOBP,1-5,10,1-5_Day10
82,combined,2,"[115, 127]","[44, 50]",0,0,0.5734319025925,IOBP,1-5,10,1-5_Day10
88,combined,2,"[670, 681]","[281, 284]",0,0,0.6094132275834618,IOBP,1-5,10,1-5_Day10
105,combined,2,"[504, 509]","[214, 217]",0,0,0.6339664705772963,IOBP,1-5,10,1-5_Day10
125,combined,2,"[403, 414]","[169, 173]",0,0,0.6517683962010983,IOBP,1-5,10,1-5_Day10
175,combined,2,"[698, 701]","[292, 294]",0,0,0.5485472867622576,IOBP,1-5,10,1-5_Day10
202,combined,2,"[220, 232]","[88, 94]",0,0,0.6536050353315571,IOBP,1-5,10,1-5_Day10
217,combined,3,"[257, 315, 321]","[105, 130, 132]",0,0,0.6209121458870264,IOBP,1-5,10,1-5_Day10
229,combined,2,"[84, 87]","[32, 34]",0,0,0.8229865315902746,IOBP,1-5,10,1-5_Day10
252,combined,2,"[230, 239]","[93, 96]",0,0,0.7044018734880428,IOBP,1-5,10,1-5_Day10
87,combined,2,"[35, 176]","[20, 101]",0,0,0.5269827857231497,IOBP,1-5,21,1-5_Day21
143,combined,2,"[204, 676]","[118, 364]",0,0,0.5297595882857747,IOBP,1-5,21,1-5_Day21
163,combined,2,"[44, 650]","[22, 353]",0,0,0.5595215272277496,IOBP,1-5,21,1-5_Day21
164,combined,2,"[100, 596]","[57, 327]",0,0,0.5117261022850618,IOBP,1-5,21,1-5_Day21
191,combined,2,"[33, 189]","[19, 108]",0,0,0.5267759861700176,IOBP,1-5,21,1-5_Day21
195,combined,2,"[190, 493]","[109, 272]",0,0,0.7193820812502856,IOBP,1-5,21,1-5_Day21
300,combined,2,"[517, 610]","[285, 337]",0,0,0.5086846894714079,IOBP,1-5,21,1-5_Day21
313,combined,2,"[181, 229]","[103, 135]",0,0,0.7457130557073129,IOBP,1-5,21,1-5_Day21
47,combined,2,"[279, 286]","[206, 209]",0,0,0.7483509809594643,IOBP,1-5,28,1-5_Day28
74,combined,2,"[94, 99]","[63, 68]",0,0,0.7412084975162148,IOBP,1-5,28,1-5_Day28
76,combined,2,"[54, 281]","[38, 208]",0,0,0.5571398340610014,IOBP,1-5,28,1-5_Day28
106,combined,2,"[379, 615]","[265, 410]",0,0,0.5441778158508808,IOBP,1-5,28,1-5_Day28
111,combined,2,"[541, 548]","[369, 373]",0,0,0.766287304188252,IOBP,1-5,28,1-5_Day28
150,combined,2,"[9, 310]","[4, 225]",0,0,0.9448158608758094,IOBP,1-5,28,1-5_Day28
208,combined,3,"[161, 484, 520]","[119, 331, 354]",0,0,0.7692152857421507,IOBP,1-5,28,1-5_Day28
318,combined,2,"[110, 350]","[78, 246]",0,0,0.6007445213390143,IOBP,1-5,28,1-5_Day28
319,combined,2,"[17, 398]","[10, 272]",0,0,0.540827404466292,IOBP,1-5,28,1-5_Day28
324,combined,2,"[381, 490]","[266, 333]",0,0,0.6046502631805942,IOBP,1-5,28,1-5_Day28
361,combined,2,"[224, 332]","[165, 239]",0,0,0.5199665661648172,IOBP,1-5,28,1-5_Day28
373,combined,2,"[155, 197]","[115, 145]",0,0,0.8836521480279055,IOBP,1-5,28,1-5_Day28
384,combined,2,"[129, 460]","[93, 313]",0,0,0.6147651585505887,IOBP,1-5,28,1-5_Day28
385,combined,2,"[352, 462]","[248, 315]",0,0,0.6292066872412836,IOBP,1-5,28,1-5_Day28
24,combined,2,"[629, 685]","[43, 46]",0,0,0.6650094049879516,IOBP,1-5,3,1-5_Day3
35,combined,2,"[622, 628]","[41, 42]",0,0,0.8803266979468286,IOBP,1-5,3,1-5_Day3
20,combined,2,"[180, 781]","[21, 81]",0,0,0.5453689588266546,IOBP,1-5,4,1-5_Day4
53,combined,2,"[398, 403]","[41, 42]",0,0,0.846564633570206,IOBP,1-5,4,1-5_Day4
1,combined,2,"[293, 324]","[85, 90]",0,0,0.5807830788466076,IOBP,1-5,5,1-5_Day5
8,combined,2,"[232, 500]","[63, 129]",0,0,0.614575525960358,IOBP,1-5,5,1-5_Day5
34,combined,2,"[370, 375]","[102, 104]",0,0,0.920476265129238,IOBP,1-5,5,1-5_Day5
51,combined,2,"[144, 146]","[36, 37]",0,0,0.5577001923351653,IOBP,1-5,5,1-5_Day5
100,combined,2,"[240, 258]","[68, 74]",0,0,0.5445499781807589,IOBP,1-5,5,1-5_Day5
113,combined,2,"[125, 143]","[32, 35]",0,0,0.6418377472112133,IOBP,1-5,5,1-5_Day5
114,combined,2,"[710, 719]","[177, 178]",0,0,0.7268679987926558,IOBP,1-5,5,1-5_Day5
152,combined,2,"[701, 704]","[175, 176]",0,0,0.6959026417772214,IOBP,1-5,5,1-5_Day5
156,combined,2,"[357, 362]","[97, 99]",0,0,0.9698719023260128,IOBP,1-5,5,1-5_Day5
35,combined,2,"[149, 161]","[39, 43]",0,0,0.6101299908687001,IOBP,1-5,6,1-5_Day6
51,combined,2,"[620, 627]","[174, 175]",0,0,0.8730151286246999,IOBP,1-5,6,1-5_Day6
66,combined,2,"[736, 743]","[200, 202]",0,0,0.9860158044041094,IOBP,1-5,6,1-5_Day6
82,combined,2,"[581, 589]","[157, 161]",0,0,0.7296477236718586,IOBP,1-5,6,1-5_Day6
90,combined,2,"[262, 275]","[77, 79]",0,0,0.8062484414239033,IOBP,1-5,6,1-5_Day6
121,combined,2,"[348, 356]","[110, 112]",0,0,0.8469723160367243,IOBP,1-5,6,1-5_Day6
131,combined,2,"[448, 469]","[134, 138]",0,0,0.551092656496318,IOBP,1-5,6,1-5_Day6
136,combined,2,"[480, 488]","[142, 143]",0,0,0.5915958569316422,IOBP,1-5,6,1-5_Day6
138,combined,2,"[105, 115]","[26, 28]",0,0,0.8686994869678513,IOBP,1-5,6,1-5_Day6
139,combined,2,"[89, 502]","[21, 144]",0,0,0.5114636854445893,IOBP,1-5,6,1-5_Day6
144,combined,2,"[17, 18]","[3, 4]",0,0,0.7332537220560231,IOBP,1-5,6,1-5_Day6
182,combined,2,"[401, 413]","[124, 126]",0,0,0.5264817380827211,IOBP,1-5,6,1-5_Day6
183,combined,2,"[237, 315]","[70, 96]",0,0,0.5142909223524748,IOBP,1-5,6,1-5_Day6
41,combined,2,"[50, 59]","[21, 26]",0,0,0.6516674686371522,IOBP,1-5,7,1-5_Day7
126,combined,2,"[78, 95]","[31, 36]",0,0,0.5518670852166059,IOBP,1-5,7,1-5_Day7
142,combined,2,"[13, 17]","[2, 4]",0,0,0.518078843605536,IOBP,1-5,7,1-5_Day7
156,combined,2,"[375, 390]","[157, 163]",0,0,0.502418717550254,IOBP,1-5,7,1-5_Day7
218,combined,2,"[584, 592]","[244, 248]",0,0,0.5378733069489487,IOBP,1-5,7,1-5_Day7
232,combined,2,"[443, 449]","[193, 197]",0,0,0.7099434634175755,IOBP,1-5,7,1-5_Day7
234,combined,2,"[650, 657]","[270, 273]",0,0,0.550417118043386,IOBP,1-5,7,1-5_Day7
241,combined,2,"[638, 649]","[265, 269]",0,0,0.8111475742904978,IOBP,1-5,7,1-5_Day7
245,combined,2,"[559, 562]","[232, 234]",0,0,0.9893405979380134,IOBP,1-5,7,1-5_Day7
247,combined,2,"[659, 679]","[274, 283]",0,0,0.5825149660008062,IOBP,1-5,7,1-5_Day7
271,combined,2,"[468, 471]","[202, 203]",0,0,0.8183347046542588,IOBP,1-5,7,1-5_Day7
